sig_or_ran	sig_TCP_type	database	all_prot	GS	sig_prot	hit	p-value	hit_prot_list
ran43	pos	uniprot(tumor_suppressor)	14397	658	16	6	3.2162594959101116e-06	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'ESR1', 'TP53'}
ran43	neg	TTD	14397	464	11	3	0.00029346750870189425	{'CREBBP', 'AR', 'MYC'}
ran43	neg	uniprot(oncogene)	14397	1408	11	8	3.6626190399533504e-08	{'SMAD3', 'BRCA1', 'MYC', 'UBE2I', 'CREBBP', 'ZBTB16', 'AR', 'CDKN1A'}
ran44	pos	TSgene	14397	878	8	2	0.01004124304618107	{'TP53', 'CDKN1A'}
ran44	pos	uniprot(tumor_suppressor)	14397	658	8	3	0.000261187643145583	{'UBE2I', 'MEOX2', 'TP53'}
ran44	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran44	neg	uniprot(oncogene)	14397	1408	13	9	1.685449590467479e-08	{'SMAD3', 'DAXX', 'EP300', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran45	pos	TSgene	14397	878	16	6	2.154024543447283e-05	{'VIM', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran45	pos	uniprot(tumor_suppressor)	14397	658	16	6	3.2162594959101116e-06	{'MEOX2', 'MTUS2', 'TRAF2', 'UBE2I', 'TP53', 'PIN1'}
ran45	neg	TTD	14397	464	22	4	0.0005688298597760264	{'TP53', 'AR', 'MYC', 'CREBBP'}
ran45	neg	uniprot(oncogene)	14397	1408	22	16	1.0237688386121912e-13	{'REL', 'PIAS1', 'LZTS2', 'SMAD3', 'DAXX', 'VIM', 'BRCA1', 'MYC', 'UBE2I', 'CREBBP', 'TCF4', 'TP53', 'AR', 'NCOA1', 'CDKN1A', 'RELA'}
ran46	pos	TSgene	14397	878	12	4	0.00046048553772546166	{'TP53', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran46	pos	uniprot(tumor_suppressor)	14397	658	12	5	6.500080034812936e-06	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'TP53'}
ran46	neg	TTD	14397	464	14	3	0.0008241842032266667	{'TP53', 'ESR1', 'CREBBP'}
ran46	neg	uniprot(oncogene)	14397	1408	14	11	5.53468426750832e-11	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'TP53', 'NCOA1', 'CDKN1A', 'RELA'}
ran47	pos	TSgene	14397	878	16	5	0.00023847285343946186	{'CREBBP', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran47	pos	uniprot(tumor_suppressor)	14397	658	16	4	0.0005631576989051418	{'UBE2I', 'MEOX2', 'TP53', 'EP300'}
ran47	neg	TTD	14397	464	18	4	0.00020588376768659045	{'TP53', 'CREBBP', 'EGFR', 'AR'}
ran47	neg	uniprot(oncogene)	14397	1408	18	10	1.2536763441298842e-07	{'REL', 'TRAF1', 'EGFR', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran48	pos	TSgene	14397	878	14	3	0.008402105844680445	{'ESR1', 'TP53', 'CDKN1A'}
ran48	pos	uniprot(tumor_suppressor)	14397	658	14	4	0.00027856883940931076	{'UBE2I', 'MEOX2', 'TP53', 'ESR1'}
ran48	neg	TTD	14397	464	15	2	0.011335896981570462	{'TP53', 'CREBBP'}
ran48	neg	uniprot(oncogene)	14397	1408	15	11	2.5197026823985496e-10	{'REL', 'SMAD3', 'VIM', 'PIN1', 'BRCA1', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran49	pos	TSgene	14397	878	14	5	9.938950648043422e-05	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran49	pos	uniprot(tumor_suppressor)	14397	658	14	5	1.9524567288258006e-05	{'MEOX2', 'BRCA1', 'UBE2I', 'TP53', 'RELA'}
ran49	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'CREBBP'}
ran49	neg	uniprot(oncogene)	14397	1408	12	6	4.289677260224702e-05	{'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran50	pos	TSgene	14397	878	20	6	0.00011765072292821157	{'VIM', 'CREBBP', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran50	pos	uniprot(tumor_suppressor)	14397	658	20	5	0.0001991133355052308	{'MEOX2', 'MTUS2', 'LZTS2', 'UBE2I', 'TP53'}
ran50	neg	TTD	14397	464	18	4	0.00020588376768659045	{'TP53', 'CREBBP', 'AR', 'MYC'}
ran50	neg	uniprot(oncogene)	14397	1408	18	11	7.762605285561804e-09	{'REL', 'SMAD3', 'MYC', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'PIN1'}
ran51	pos	TSgene	14397	878	16	5	0.00023847285343946186	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran51	pos	uniprot(tumor_suppressor)	14397	658	16	6	3.2162594959101116e-06	{'MEOX2', 'BRCA1', 'TRAF2', 'UBE2I', 'TP53', 'RELA'}
ran51	neg	TTD	14397	464	8	0	0.23059868998906285	set()
ran51	neg	uniprot(oncogene)	14397	1408	8	4	0.0003863236185722116	{'SMAD3', 'UBE2I', 'CDKN1A', 'ZBTB16'}
ran52	pos	TSgene	14397	878	11	4	0.0002827819094862583	{'ZBTB16', 'CREBBP', 'CDKN1A', 'TP53'}
ran52	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'TRAF2', 'TP53'}
ran52	neg	TTD	14397	464	11	3	0.00029346750870189425	{'CREBBP', 'AR', 'MYC'}
ran52	neg	uniprot(oncogene)	14397	1408	11	7	1.03420581005908e-06	{'SMAD3', 'MYC', 'UBE2I', 'CREBBP', 'ZBTB16', 'AR', 'CDKN1A'}
ran53	pos	TSgene	14397	878	11	4	0.0002827819094862583	{'TP53', 'CREBBP', 'CDKN1A', 'PIAS1'}
ran53	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'TP53', 'PIAS1'}
ran53	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran53	neg	uniprot(oncogene)	14397	1408	11	8	3.6626190399533504e-08	{'REL', 'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A'}
ran54	pos	TSgene	14397	878	18	6	5.379141172521166e-05	{'VIM', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran54	pos	uniprot(tumor_suppressor)	14397	658	18	4	0.0010237283803271238	{'UBE2I', 'MEOX2', 'TP53', 'TCF4'}
ran54	neg	TTD	14397	464	16	3	0.0014237045906112628	{'TP53', 'CREBBP', 'AR'}
ran54	neg	uniprot(oncogene)	14397	1408	16	9	3.578994777661377e-07	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'PIN1'}
ran55	pos	TSgene	14397	878	12	2	0.032862284969395084	{'TP53', 'CDKN1A'}
ran55	pos	uniprot(tumor_suppressor)	14397	658	12	5	6.500080034812936e-06	{'MEOX2', 'MTUS2', 'UBE2I', 'TP53', 'RELA'}
ran55	neg	TTD	14397	464	6	2	0.0006186123140684464	{'CREBBP', 'AR'}
ran55	neg	uniprot(oncogene)	14397	1408	6	5	8.665700798880231e-07	{'SMAD3', 'UBE2I', 'CREBBP', 'AR', 'CDKN1A'}
ran56	pos	TSgene	14397	878	9	2	0.014386143720423836	{'CREBBP', 'CDKN1A'}
ran56	pos	uniprot(tumor_suppressor)	14397	658	9	2	0.006490818100938526	{'UBE2I', 'MEOX2'}
ran56	neg	TTD	14397	464	11	3	0.00029346750870189425	{'TP53', 'CREBBP', 'AR'}
ran56	neg	uniprot(oncogene)	14397	1408	11	8	3.6626190399533504e-08	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran57	pos	TSgene	14397	878	21	6	0.00016723654492798077	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran57	pos	uniprot(tumor_suppressor)	14397	658	21	8	1.4774795043242462e-07	{'MEOX2', 'MTUS2', 'PIN1', 'BRCA1', 'UBE2I', 'TP53', 'EP300', 'RELA'}
ran57	neg	TTD	14397	464	20	4	0.00035320695226996336	{'TP53', 'EGFR', 'MYC', 'CREBBP'}
ran57	neg	uniprot(oncogene)	14397	1408	20	12	2.8539671168394796e-09	{'REL', 'EGFR', 'SMAD3', 'BRCA1', 'MYC', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran58	pos	TSgene	14397	878	18	6	5.379141172521166e-05	{'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran58	pos	uniprot(tumor_suppressor)	14397	658	18	7	5.313513503620652e-07	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran58	neg	TTD	14397	464	9	2	0.0024165472530489267	{'TP53', 'CREBBP'}
ran58	neg	uniprot(oncogene)	14397	1408	9	6	2.5437999178141017e-06	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran59	pos	TSgene	14397	878	29	7	0.0002518637281687807	{'VIM', 'TCF4', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A', 'PIN1'}
ran59	pos	uniprot(tumor_suppressor)	14397	658	29	11	1.9084936026216305e-09	{'MEOX2', 'MTUS2', 'LZTS2', 'SETDB1', 'IKBKG', 'PIN1', 'UBE2I', 'TCF4', 'USHBP1', 'TP53', 'RELA'}
ran59	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran59	neg	uniprot(oncogene)	14397	1408	11	7	1.03420581005908e-06	{'REL', 'TRAF1', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran60	pos	TSgene	14397	878	15	4	0.001497296994932831	{'ZBTB16', 'CREBBP', 'TP53', 'CDKN1A'}
ran60	pos	uniprot(tumor_suppressor)	14397	658	15	3	0.00394157094783555	{'UBE2I', 'MEOX2', 'TP53'}
ran60	neg	TTD	14397	464	19	4	0.0002720598554973574	{'TP53', 'AR', 'MYC', 'CREBBP'}
ran60	neg	uniprot(oncogene)	14397	1408	19	12	1.0974478810820058e-09	{'REL', 'TRAF1', 'SMAD3', 'BRCA1', 'MYC', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran61	pos	TSgene	14397	878	18	5	0.0004975416651057058	{'VIM', 'BRCA1', 'ESR1', 'CREBBP', 'CDKN1A'}
ran61	pos	uniprot(tumor_suppressor)	14397	658	18	7	5.313513503620652e-07	{'MEOX2', 'BRCA1', 'TRAF2', 'UBE2I', 'ESR1', 'EP300', 'RELA'}
ran61	neg	TTD	14397	464	8	2	0.0016503557686066664	{'TP53', 'CREBBP'}
ran61	neg	uniprot(oncogene)	14397	1408	8	5	2.038426529621829e-05	{'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran62	pos	TSgene	14397	878	8	3	0.0007887973147813148	{'TP53', 'CREBBP', 'CDKN1A'}
ran62	pos	uniprot(tumor_suppressor)	14397	658	8	3	0.000261187643145583	{'UBE2I', 'MEOX2', 'TP53'}
ran62	neg	TTD	14397	464	15	4	7.818124326969237e-05	{'TP53', 'ESR1', 'CREBBP', 'AR'}
ran62	neg	uniprot(oncogene)	14397	1408	15	11	2.5197026823985496e-10	{'LZTS2', 'SMAD3', 'BRCA1', 'UBE2I', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A'}
ran63	pos	TSgene	14397	878	22	7	2.749186083464912e-05	{'PIAS1', 'VIM', 'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran63	pos	uniprot(tumor_suppressor)	14397	658	22	8	2.3993082018563004e-07	{'MEOX2', 'EGFR', 'PIAS1', 'BRCA1', 'TRAF2', 'UBE2I', 'TP53', 'RELA'}
ran63	neg	TTD	14397	464	19	3	0.0028084358496072263	{'ESR1', 'TP53', 'CREBBP'}
ran63	neg	uniprot(oncogene)	14397	1408	19	10	2.713638212861005e-07	{'REL', 'SMAD3', 'VIM', 'TSG101', 'UBE2I', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran64	pos	TSgene	14397	878	13	5	5.987966913825061e-05	{'TSG101', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran64	pos	uniprot(tumor_suppressor)	14397	658	13	5	1.1605035950199785e-05	{'MEOX2', 'UBE2I', 'TP53', 'EP300', 'PIN1'}
ran64	neg	TTD	14397	464	12	3	0.0004290293305516408	{'TP53', 'CREBBP', 'AR'}
ran64	neg	uniprot(oncogene)	14397	1408	12	9	4.2657597131755705e-09	{'SMAD3', 'PIN1', 'BRCA1', 'UBE2I', 'CREBBP', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran65	pos	TSgene	14397	878	24	7	5.668199941911388e-05	{'BRCA1', 'TSG101', 'CREBBP', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran65	pos	uniprot(tumor_suppressor)	14397	658	24	8	5.807622726131672e-07	{'ACTB', 'MEOX2', 'MTUS2', 'SETDB1', 'BRCA1', 'UBE2I', 'TP53', 'RELA'}
ran65	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'CREBBP'}
ran65	neg	uniprot(oncogene)	14397	1408	12	8	1.3370748245286992e-07	{'TRAF1', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran66	pos	TSgene	14397	878	13	4	0.0007108642055867791	{'TP53', 'CREBBP', 'CDKN1A', 'PIN1'}
ran66	pos	uniprot(tumor_suppressor)	14397	658	13	6	5.442981341140663e-07	{'MEOX2', 'MTUS2', 'PIN1', 'UBE2I', 'TP53', 'RELA'}
ran66	neg	TTD	14397	464	17	3	0.0018147779142926776	{'TP53', 'CREBBP', 'AR'}
ran66	neg	uniprot(oncogene)	14397	1408	17	12	1.1621806373859421e-10	{'REL', 'KAT5', 'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'PIN1'}
ran67	pos	TSgene	14397	878	15	5	0.00015712312542694244	{'ESR1', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A'}
ran67	pos	uniprot(tumor_suppressor)	14397	658	15	7	8.832055922427504e-08	{'MEOX2', 'TRAF2', 'UBE2I', 'ESR1', 'TCF4', 'TP53', 'RELA'}
ran67	neg	TTD	14397	464	7	1	0.01954764354408272	{'CREBBP'}
ran67	neg	uniprot(oncogene)	14397	1408	7	4	0.00015761152277368043	{'SMAD3', 'CREBBP', 'CDKN1A', 'UBE2I'}
ran68	pos	TSgene	14397	878	20	5	0.0009351912768126992	{'BRCA1', 'CREBBP', 'TP53', 'IKZF3', 'CDKN1A'}
ran68	pos	uniprot(tumor_suppressor)	14397	658	20	6	1.856257955984809e-05	{'MEOX2', 'MTUS2', 'LZTS2', 'BRCA1', 'UBE2I', 'TP53'}
ran68	neg	TTD	14397	464	13	3	0.0006039984761435359	{'TP53', 'CREBBP', 'AR'}
ran68	neg	uniprot(oncogene)	14397	1408	13	9	1.685449590467479e-08	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran69	pos	TSgene	14397	878	21	5	0.001242373169534921	{'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran69	pos	uniprot(tumor_suppressor)	14397	658	21	7	2.1865493897412462e-06	{'MEOX2', 'MTUS2', 'LZTS2', 'TRAF2', 'UBE2I', 'TCF4', 'TP53'}
ran69	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran69	neg	uniprot(oncogene)	14397	1408	13	8	3.966267021927778e-07	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A', 'RELA'}
ran70	pos	TSgene	14397	878	14	3	0.008402105844680445	{'BRCA1', 'CDKN1A', 'CREBBP'}
ran70	pos	uniprot(tumor_suppressor)	14397	658	14	4	0.00027856883940931076	{'UBE2I', 'MEOX2', 'BRCA1', 'RELA'}
ran70	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'CREBBP'}
ran70	neg	uniprot(oncogene)	14397	1408	12	8	1.3370748245286992e-07	{'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'NCOA1', 'CDKN1A'}
ran71	pos	TSgene	14397	878	10	4	0.00016239204402209085	{'ZBTB16', 'CREBBP', 'CDKN1A', 'TP53'}
ran71	pos	uniprot(tumor_suppressor)	14397	658	10	3	0.0007280116101006655	{'UBE2I', 'MEOX2', 'TP53'}
ran71	neg	TTD	14397	464	7	2	0.0010566921447846844	{'TP53', 'CREBBP'}
ran71	neg	uniprot(oncogene)	14397	1408	7	5	5.559452618100671e-06	{'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran72	pos	TSgene	14397	878	14	6	7.199886015215958e-06	{'VIM', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran72	pos	uniprot(tumor_suppressor)	14397	658	14	4	0.00027856883940931076	{'UBE2I', 'MEOX2', 'TP53', 'PIN1'}
ran72	neg	TTD	14397	464	6	1	0.014264514572918125	{'CREBBP'}
ran72	neg	uniprot(oncogene)	14397	1408	6	4	4.900290123183734e-05	{'UBE2I', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran73	pos	TSgene	14397	878	19	7	7.658632261603712e-06	{'PIAS1', 'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran73	pos	uniprot(tumor_suppressor)	14397	658	19	8	5.0430981512427994e-08	{'MEOX2', 'MTUS2', 'PIAS1', 'DAXX', 'BRCA1', 'UBE2I', 'ESR1', 'TP53'}
ran73	neg	TTD	14397	464	8	2	0.0016503557686066664	{'TP53', 'EGFR'}
ran73	neg	uniprot(oncogene)	14397	1408	8	5	2.038426529621829e-05	{'EGFR', 'SMAD3', 'UBE2I', 'TP53', 'CDKN1A'}
ran74	pos	TSgene	14397	878	11	4	0.0002827819094862583	{'ZBTB16', 'CREBBP', 'CDKN1A', 'TP53'}
ran74	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'DAXX', 'MEOX2', 'TP53', 'UBE2I'}
ran74	neg	TTD	14397	464	10	3	0.0001916204798897136	{'TP53', 'CREBBP', 'AR'}
ran74	neg	uniprot(oncogene)	14397	1408	10	6	7.759048553974358e-06	{'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'AR', 'CDKN1A'}
ran75	pos	TSgene	14397	878	16	6	2.154024543447283e-05	{'VIM', 'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran75	pos	uniprot(tumor_suppressor)	14397	658	16	7	1.695716697305559e-07	{'MEOX2', 'EGFR', 'BRCA1', 'UBE2I', 'TP53', 'EP300', 'RELA'}
ran75	neg	TTD	14397	464	12	1	0.05525313199659399	{'TP53'}
ran75	neg	uniprot(oncogene)	14397	1408	12	8	1.3370748245286992e-07	{'SMAD3', 'VIM', 'UBE2I', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran76	pos	TSgene	14397	878	16	7	1.537577128085688e-06	{'VIM', 'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran76	pos	uniprot(tumor_suppressor)	14397	658	16	5	4.812686792820542e-05	{'MEOX2', 'BRCA1', 'UBE2I', 'TCF4', 'TP53'}
ran76	neg	TTD	14397	464	19	3	0.0028084358496072263	{'TP53', 'AR', 'CREBBP'}
ran76	neg	uniprot(oncogene)	14397	1408	19	13	5.000338270118352e-11	{'REL', 'TRAF1', 'LZTS2', 'SMAD3', 'VIM', 'UBE2I', 'FHL2', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran77	pos	TSgene	14397	878	7	3	0.0004144035848945416	{'TP53', 'CREBBP', 'CDKN1A'}
ran77	pos	uniprot(tumor_suppressor)	14397	658	7	3	0.00013549669282917595	{'UBE2I', 'MEOX2', 'TP53'}
ran77	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'CREBBP'}
ran77	neg	uniprot(oncogene)	14397	1408	12	8	1.3370748245286992e-07	{'REL', 'SMAD3', 'VIM', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran78	pos	TSgene	14397	878	15	6	1.2789078049929417e-05	{'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran78	pos	uniprot(tumor_suppressor)	14397	658	15	5	3.128538976451709e-05	{'MEOX2', 'UBE2I', 'TCF4', 'TP53', 'PIN1'}
ran78	neg	TTD	14397	464	15	3	0.0010954580068114688	{'TP53', 'CREBBP', 'AR'}
ran78	neg	uniprot(oncogene)	14397	1408	15	10	7.10599264951663e-09	{'REL', 'SMAD3', 'VIM', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'PIN1'}
ran79	pos	TSgene	14397	878	23	7	3.991058610590928e-05	{'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran79	pos	uniprot(tumor_suppressor)	14397	658	23	8	3.782495558062254e-07	{'MEOX2', 'MTUS2', 'BRCA1', 'TRAF2', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran79	neg	TTD	14397	464	17	2	0.016153729155850453	{'TP53', 'CREBBP'}
ran79	neg	uniprot(oncogene)	14397	1408	17	10	5.349789439073522e-08	{'TRAF1', 'SMAD3', 'VIM', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'NCOA1', 'CDKN1A', 'RELA'}
ran80	pos	TSgene	14397	878	17	5	0.0003496249139809331	{'BRCA1', 'CREBBP', 'TP53', 'IKZF3', 'CDKN1A'}
ran80	pos	uniprot(tumor_suppressor)	14397	658	17	6	5.252398616965054e-06	{'MEOX2', 'DAXX', 'BRCA1', 'TRAF2', 'UBE2I', 'TP53'}
ran80	neg	TTD	14397	464	7	1	0.01954764354408272	{'CREBBP'}
ran80	neg	uniprot(oncogene)	14397	1408	7	5	5.559452618100671e-06	{'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'CDKN1A'}
ran81	pos	TSgene	14397	878	21	6	0.00016723654492798077	{'VIM', 'CREBBP', 'ZBTB16', 'TP53', 'IKZF3', 'CDKN1A'}
ran81	pos	uniprot(tumor_suppressor)	14397	658	21	5	0.0002680584318470999	{'MEOX2', 'MTUS2', 'UBE2I', 'TP53', 'RELA'}
ran81	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran81	neg	uniprot(oncogene)	14397	1408	11	7	1.03420581005908e-06	{'SMAD3', 'VIM', 'UBE2I', 'FHL2', 'CREBBP', 'TP53', 'CDKN1A'}
ran82	pos	TSgene	14397	878	9	4	8.549183707769476e-05	{'TP53', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran82	pos	uniprot(tumor_suppressor)	14397	658	9	4	2.1231398437751177e-05	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran82	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran82	neg	uniprot(oncogene)	14397	1408	13	8	3.966267021927778e-07	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran83	pos	TSgene	14397	878	22	7	2.749186083464912e-05	{'KAT5', 'VIM', 'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran83	pos	uniprot(tumor_suppressor)	14397	658	22	8	2.3993082018563004e-07	{'MEOX2', 'MTUS2', 'KAT5', 'BRCA1', 'TRAF2', 'UBE2I', 'TP53', 'RELA'}
ran83	neg	TTD	14397	464	19	4	0.0002720598554973574	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran83	neg	uniprot(oncogene)	14397	1408	19	13	5.000338270118352e-11	{'CDKN1A', 'PIAS1', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'EP300', 'RELA'}
ran84	pos	TSgene	14397	878	19	6	8.070219974446874e-05	{'BRCA1', 'ESR1', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A'}
ran84	pos	uniprot(tumor_suppressor)	14397	658	19	9	2.3626868631540735e-09	{'MEOX2', 'EGFR', 'DAXX', 'BRCA1', 'UBE2I', 'ESR1', 'TCF4', 'TP53', 'RELA'}
ran84	neg	TTD	14397	464	10	2	0.0033700872987153644	{'TP53', 'CREBBP'}
ran84	neg	uniprot(oncogene)	14397	1408	10	7	3.086933594014873e-07	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran85	pos	TSgene	14397	878	28	8	2.695603324444542e-05	{'PIAS1', 'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran85	pos	uniprot(tumor_suppressor)	14397	658	28	12	6.707614576729414e-11	{'MEOX2', 'MTUS2', 'PIAS1', 'SETDB1', 'DAXX', 'PIN1', 'TRAF2', 'BRCA1', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran85	neg	TTD	14397	464	14	3	0.0008241842032266667	{'TP53', 'CREBBP', 'AR'}
ran85	neg	uniprot(oncogene)	14397	1408	14	11	5.53468426750832e-11	{'TRAF1', 'PIAS1', 'SMAD3', 'JUN', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran86	pos	TSgene	14397	878	22	6	0.00023245073084399674	{'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran86	pos	uniprot(tumor_suppressor)	14397	658	22	8	2.3993082018563004e-07	{'MEOX2', 'MTUS2', 'LZTS2', 'PIN1', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran86	neg	TTD	14397	464	14	2	0.009287809186985444	{'TP53', 'CREBBP'}
ran86	neg	uniprot(oncogene)	14397	1408	14	9	5.3791461742633986e-08	{'REL', 'SMAD3', 'TSG101', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'NCOA1', 'CDKN1A'}
ran87	pos	TSgene	14397	878	14	6	7.199886015215958e-06	{'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran87	pos	uniprot(tumor_suppressor)	14397	658	14	6	1.0456608327098663e-06	{'MEOX2', 'UBE2I', 'TCF4', 'TP53', 'EP300', 'PIN1'}
ran87	neg	TTD	14397	464	18	2	0.018929582595518794	{'TP53', 'CREBBP'}
ran87	neg	uniprot(oncogene)	14397	1408	18	12	3.807753295651239e-10	{'REL', 'SMAD3', 'EP300', 'UBE2I', 'FHL2', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'NCOA1', 'CDKN1A', 'RELA'}
